Game,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,Stripped Sales,,No errors,Number Conversion,Total
Immortal Realms: Vampire Wars,PS4_b,Kalypso Media,Palindrome Interactive,7,,,,,,,,,8/28/2020,5/12/2020,#VALUE!,,0,0,
Immortal Realms: Vampire Wars,PC_b,Kalypso Media,Palindrome Interactive,,,,,,,,,,8/28/2020,5/12/2020,#VALUE!,,0,0,
Immortal Realms: Vampire Wars,NS_b,Kalypso Media,Palindrome Interactive,,,,,,,,,,8/28/2020,5/12/2020,#VALUE!,,0,0,
Jump Force,NS_b,Bandai Namco Entertainment,Spike Chunsoft,,,,,,,,,,8/28/2020,6/5/2020,#VALUE!,,0,0,
Madden NFL 21,XOne_b,Electronic Arts,EA Tiburon,,,,,,,,,,8/28/2020,5/7/2020,#VALUE!,,0,0,
Madden NFL 21,PS4_b,Electronic Arts,EA Tiburon,,,,,,,,,,8/28/2020,5/7/2020,#VALUE!,,0,0,
Madden NFL 21,PC_b,Electronic Arts,EA Tiburon,,,,,,,,,,8/28/2020,5/7/2020,#VALUE!,,0,0,
Nexomon: Extinction,NS_b,PQube,"LIME TURTLE, INC.",,,,,,,,,,8/28/2020,1/17/2021,#VALUE!,,0,0,
Project CARS 3,XOne_b,Bandai Namco Entertainment,Slightly Mad Studios,,,,,,,,,,8/28/2020,6/29/2020,#VALUE!,,0,0,
Project CARS 3,PS4_b,Bandai Namco Entertainment,Slightly Mad Studios,,,,,,,,,,8/28/2020,6/29/2020,#VALUE!,,0,0,
Project CARS 3,PC_b,Bandai Namco Entertainment,Slightly Mad Studios,,,,,,,,,,8/28/2020,6/29/2020,#VALUE!,,0,0,
Captain Tsubasa: Rise of New Champions,All_b,Bandai Namco Entertainment,Tamsoft,,,,0.50m,,,,,,8/28/2020,2/19/2021,#VALUE!,,0,0,
Windbound,XOne_b,Deep Silver,5 Lives Studios,,,,,,,,,,8/28/2020,7/6/2020,#VALUE!,,0,0,
Windbound,PS4_b,Deep Silver,5 Lives Studios,,,,,,,,,,8/28/2020,7/6/2020,#VALUE!,,0,0,
Windbound,PC_b,Deep Silver,5 Lives Studios,,,,,,,,,,8/28/2020,7/6/2020,#VALUE!,,0,0,
Windbound,NS_b,Deep Silver,5 Lives Studios,4,,,,,,,,,8/28/2020,7/6/2020,#VALUE!,,0,0,
Crusader Kings III,PC_b,Paradox Interactive,Paradox Interactive,,,,1.00m,,,,,,9/1/2020,10/29/2019,#VALUE!,,0,0,
Iron Harvest,PC_b,Deep Silver,KING Art Games,,,,,,,,,,9/1/2020,1/27/2020,#VALUE!,,0,0,
Iron Harvest,XOne_b,Deep Silver,KING Art Games,,,,,,,,,,9/1/2020,1/27/2020,#VALUE!,,0,0,
Iron Harvest,PS4_b,Deep Silver,KING Art Games,,,,,,,,,,9/1/2020,1/27/2020,#VALUE!,,0,0,
Ary and the Secret of Seasons,XOne_b,Modus Games,eXiin,,,,,,,,,,9/1/2020,8/10/2019,#VALUE!,,0,0,
Ary and the Secret of Seasons,PS4_b,Modus Games,eXiin,,,,,,,,,,9/1/2020,8/10/2019,#VALUE!,,0,0,
Ary and the Secret of Seasons,PC_b,Modus Games,eXiin,,,,,,,,,,9/1/2020,8/10/2019,#VALUE!,,0,0,
Ary and the Secret of Seasons,NS_b,Modus Games,eXiin,,,,,,,,,,9/1/2020,8/10/2019,#VALUE!,,0,0,
MX vs. ATV All Out,NS_b,THQ Nordic,Rainbow Studios,,,,,,,,,,9/1/2020,7/7/2020,#VALUE!,,0,0,
Spellbreak,XOne_b,Proletariat Inc.,Proletariat Inc.,,,,,,,,,,9/3/2020,8/30/2020,#VALUE!,,0,0,
Spellbreak,PS4_b,Proletariat Inc.,Proletariat Inc.,,,,,,,,,,9/3/2020,8/30/2020,#VALUE!,,0,0,
Spellbreak,PC_b,Proletariat Inc.,Proletariat Inc.,,,,,,,,,,9/3/2020,8/30/2020,#VALUE!,,0,0,
Spellbreak,NS_b,Proletariat Inc.,Proletariat Inc.,,,,,,,,,,9/3/2020,8/30/2020,#VALUE!,,0,0,
WRC 9,XOne_b,Nacon,Kylotonn,,,,,,,,,,9/3/2020,6/17/2020,#VALUE!,,0,0,
WRC 9,PS4_b,Nacon,Kylotonn,,,,,,,,,,9/3/2020,6/17/2020,#VALUE!,,0,0,
WRC 9,PC_b,Nacon,Kylotonn,,,,,,,,,,9/3/2020,6/17/2020,#VALUE!,,0,0,
WRC 9,NS_b,Nacon,Kylotonn,,,,,,,,,,9/3/2020,6/17/2020,#VALUE!,,0,0,
NBA 2K21,All_b,2K Sports,Visual Concepts,,,,11.00m,,,,,,9/4/2020,11/6/2020,#VALUE!,,0,0,
Tony Hawk's Pro Skater 1 + 2,All_b,Activision,Vicarious Visions,,,,1.00m,,,,,,9/4/2020,11/3/2020,#VALUE!,,0,0,
Doraemon Story of Seasons,PS4_b,Bandai Namco Entertainment,Marvelous,,,,,,,,,,9/4/2020,5/8/2020,#VALUE!,,0,0,
Marvel's Avengers,PC_b,Square Enix,Crystal Dynamics,,,,,,,,,,9/4/2020,6/18/2019,#VALUE!,,0,0,
Marvel's Avengers,XOne_b,Square Enix,Crystal Dynamics,,,,,,,,,,9/4/2020,6/18/2019,#VALUE!,,0,0,
Marvel's Avengers,PS4_b,Square Enix,Crystal Dynamics,,,,,,,,,,9/4/2020,6/18/2019,#VALUE!,,0,0,
NBA 2K21,XOne_b,2K Sports,Visual Concepts,,,,,,,,,,9/4/2020,6/14/2020,#VALUE!,,0,0,
NBA 2K21,PS4_b,2K Sports,Visual Concepts,,,,,,,,,,9/4/2020,6/14/2020,#VALUE!,,0,0,
NBA 2K21,PC_b,2K Sports,Visual Concepts,,,,,,,,,,9/4/2020,6/14/2020,#VALUE!,,0,0,
NBA 2K21,NS_b,2K Sports,Visual Concepts,,,,,,,,,,9/4/2020,6/14/2020,#VALUE!,,0,0,
Tony Hawk's Pro Skater 1 + 2,PS4_b,Activision,Vicarious Visions,,,,,,,,,,9/4/2020,1/30/2021,#VALUE!,,0,0,
Tony Hawk's Pro Skater 1 + 2,XOne_b,Activision,Vicarious Visions,8,,8.6,,,,,,,9/4/2020,1/31/2021,#VALUE!,,0,0,
Tony Hawk's Pro Skater 1 + 2,PC_b,Activision,Vicarious Visions,,,,,,,,,,9/4/2020,1/31/2021,#VALUE!,,0,0,
Deadly Premonition Origins,NS_b,Toybox,Toybox Games,,,,,,,,,,9/5/2020,5/11/2020,#VALUE!,,0,0,
AVICII Invector,NS_b,Wired Productions,Wired Productions,,,,,,,,,,9/8/2020,8/17/2020,#VALUE!,,0,0,
Kingdoms of Amalur: Re-Reckoning,XOne_b,THQ Nordic,Kaiko,,,,,,,,,,9/8/2020,7/9/2020,#VALUE!,,0,0,
Kingdoms of Amalur: Re-Reckoning,PS4_b,THQ Nordic,Kaiko,7,,,,,,,,,9/8/2020,7/9/2020,#VALUE!,,0,0,
Kingdoms of Amalur: Re-Reckoning,PC_b,THQ Nordic,Kaiko,,,,,,,,,,9/8/2020,7/9/2020,#VALUE!,,0,0,
Shakedown: Hawaii,Wii_b,Vblank Entertainment Inc.,Vblank Entertainment Inc.,,,,,,,,,,9/9/2020,6/26/2020,#VALUE!,,0,0,
Metal Max Xeno: Reborn,PS4_b,Kadokawa Games,Kadokawa Games,,,,,,,,,,9/10/2020,5/16/2020,#VALUE!,,0,0,
Metal Max Xeno: Reborn,NS_b,Kadokawa Games,Kadokawa Games,,,,,,,,,,9/10/2020,5/16/2020,#VALUE!,,0,0,
BPM: Bullets Per Minute,PC_b,Awe Interactive,Awe Interactive,,,,,,,,,,9/15/2020,7/29/2020,#VALUE!,,0,0,
Fight Crab,NS_b,Playism,Calappa Games,,,,,,,,,,9/15/2020,7/27/2020,#VALUE!,,0,0,
Spelunky 2,PS4_b,BlitWorks,"Mossmouth, LLC",,,,,,,,,,9/15/2020,7/2/2019,#VALUE!,,0,0,
Hades,All_b,Supergiant Games,Supergiant Games,,,,1.00m,,,,,,9/17/2020,12/27/2020,#VALUE!,,0,0,
Hades,NS_b,Supergiant Games,Supergiant Games,,,,,,,,,,9/17/2020,9/17/2020,#VALUE!,,0,0,
Ori and the Will of the Wisps,NS_b,iam8bit,Moon Studios,,,9.7,,,,,,,9/17/2020,9/17/2020,#VALUE!,,0,0,
Super Mario 3D All-Stars,NS_b,Nintendo,Nintendo,7,,,9.07m,,,,,,9/18/2020,9/4/2020,#VALUE!,,0,0,
Crysis Remastered,XOne_b,Crytek,Crytek,,,,,,,,,,9/18/2020,5/26/2020,#VALUE!,,0,0,
Crysis Remastered,PS4_b,Crytek,Crytek,,,,,,,,,,9/18/2020,5/26/2020,#VALUE!,,0,0,
Crysis Remastered,PC_b,Crytek,Crytek,,,,,,,,,,9/18/2020,5/26/2020,#VALUE!,,0,0,
WWE 2K Battlegrounds,XOne_b,2K Sports,Saber Interactive,,,,,,,,,,9/18/2020,7/9/2020,#VALUE!,,0,0,
WWE 2K Battlegrounds,PS4_b,2K Sports,Saber Interactive,,,,,,,,,,9/18/2020,7/9/2020,#VALUE!,,0,0,
WWE 2K Battlegrounds,PC_b,2K Sports,Saber Interactive,,,,,,,,,,9/18/2020,7/9/2020,#VALUE!,,0,0,
WWE 2K Battlegrounds,NS_b,2K Sports,Saber Interactive,,,,,,,,,,9/18/2020,7/9/2020,#VALUE!,,0,0,
13 Sentinels: Aegis Rim,All_b,Sega,Vanillaware,,,,1.00m,,,,,,9/22/2020,11/28/2022,#VALUE!,,0,0,
13 Sentinels: Aegis Rim,PS4_b,Atlus,Vanillaware,8,,,0.50m,,,,,,9/22/2020,3/22/2019,#VALUE!,,0,0,
art of rally,PC_b,Funselektor Labs Inc.,Funselektor Labs Inc.,,,,,,,,,,9/23/2020,1/13/2021,#VALUE!,,0,0,
Twin Breaker: A Sacred Symbols Adventure,All_b,Lillymo Games Inc,Lillymo Games Inc,,,,0.01m,,,,,,9/23/2020,2/19/2021,#VALUE!,,0,0,
Going Under,NS_b,Team 17,Team17,,,,,,,,,,9/24/2020,4/17/2022,#VALUE!,,0,0,
Kirby Fighters 2,NS_b,Nintendo,HAL Laboratory,,,,,,,,,,9/24/2020,9/25/2020,#VALUE!,,0,0,
RollerCoaster Tycoon 3: Complete Edition,NS_b,Frontier Developments,Frontier Developments,,,,,,,,,,9/24/2020,9/11/2020,#VALUE!,,0,0,
Serious Sam 4,PC_b,Devolver Digital,Croteam,4,,,,,,,,,9/24/2020,5/20/2020,#VALUE!,,0,0,
Serious Sam 4,Linux_b,Devolver Digital,Croteam,,,,,,,,,,9/24/2020,5/20/2020,#VALUE!,,0,0,
Serious Sam 4,OSX_b,Devolver Digital,Croteam,,,,,,,,,,9/24/2020,5/20/2020,#VALUE!,,0,0,
Serious Sam 4: Planet Badass,PC_b,Devolver Digital,Croteam,,,,,,,,,,9/24/2020,12/28/2018,#VALUE!,,0,0,
Tennis World Tour 2,XOne_b,Nacon,Big Ant Studios,,,,,,,,,,9/24/2020,9/25/2020,#VALUE!,,0,0,
Tennis World Tour 2,PS4_b,Nacon,Big Ant Studios,,,,,,,,,,9/24/2020,9/25/2020,#VALUE!,,0,0,
Tennis World Tour 2,PC_b,Nacon,Big Ant Studios,,,,,,,,,,9/24/2020,9/25/2020,#VALUE!,,0,0,
Mafia: Definitive Edition,PC_b,2K Games,Hangar 13,,,,,,,,,,9/25/2020,10/23/2020,#VALUE!,,0,0,
Mafia: Trilogy,PC_b,2K Games,Hangar 13,,,,,,,,,,9/25/2020,5/13/2020,#VALUE!,,0,0,
Mafia: Trilogy,XOne_b,2K Games,Hangar 13,,,,,,,,,,9/25/2020,5/13/2020,#VALUE!,,0,0,
Mafia: Trilogy,PS4_b,2K Games,Hangar 13,,,,,,,,,,9/25/2020,5/13/2020,#VALUE!,,0,0,
Genshin Impact,PS4_b,miHoYo,miHoYo,,,,,,,,,,9/28/2020,8/6/2019,#VALUE!,,0,0,
Genshin Impact,PC_b,miHoYo,miHoYo,,,,,,,,,,9/28/2020,8/6/2019,#VALUE!,,0,0,
Projection: First Light,XOne_b,Blowfish Studios,Shadowplay Studios,,,,,,,,,,9/29/2020,9/29/2020,#VALUE!,,0,0,
Projection: First Light,PS4_b,Blowfish Studios,Shadowplay Studios,,,,,,,,,,9/29/2020,9/29/2020,#VALUE!,,0,0,
Projection: First Light,NS_b,Blowfish Studios,Shadowplay Studios,,,,,,,,,,9/29/2020,9/29/2020,#VALUE!,,0,0,
Projection: First Light,PC_b,Blowfish Studios,Shadowplay Studios,7,,,,,,,,,9/29/2020,9/29/2020,#VALUE!,,0,0,
Re:Turn Ã¢â‚¬â€œ One Way Trip,XOne_b,Green Man Gaming,Red Ego Games,,,,,,,,,,9/29/2020,7/8/2020,#VALUE!,,0,0,
Re:Turn Ã¢â‚¬â€œ One Way Trip,PS4_b,Green Man Gaming,Red Ego Games,,,,,,,,,,9/29/2020,7/8/2020,#VALUE!,,0,0,
Re:Turn Ã¢â‚¬â€œ One Way Trip,PC_b,Green Man Gaming,Red Ego Games,,,,,,,,,,9/29/2020,7/8/2020,#VALUE!,,0,0,
Re:Turn Ã¢â‚¬â€œ One Way Trip,NS_b,Green Man Gaming,Red Ego Games,,,,,,,,,,9/29/2020,7/8/2020,#VALUE!,,0,0,
Spelunky 2,PC_b,BlitWorks,"Mossmouth, LLC",,,,,,,,,,9/29/2020,7/2/2019,#VALUE!,,0,0,
Fighting Illusion V: K-1 Grand Prix '99,PS_b,Xing Entertainment,Daft,,,,,,,,,,9/30/2020,8/12/2020,#VALUE!,,0,0,
Super Mario Bros. 35,NS_b,Nintendo,Nintendo,,,,,,,,,,10/1/2020,9/3/2020,#VALUE!,,0,0,
Ys Origin,NS_b,DotEmu,Falcom,,,,,,,,,,10/1/2020,12/2/2020,#VALUE!,,0,0,
Crash Bandicoot 4: It's About Time,All_b,Activision,Toys for Bob,,,,,,,,,,10/2/2020,10/30/2020,#VALUE!,,0,0,
Crash Bandicoot 4: ItÃ¢â‚¬â„¢s About Time,XOne_b,Activision,Toys for Bob,8,,,,,,,,,10/2/2020,6/20/2020,#VALUE!,,0,0,
Crash Bandicoot 4: ItÃ¢â‚¬â„¢s About Time,PS4_b,Activision,Toys for Bob,,,9,,,,,,,10/2/2020,10/22/2020,#VALUE!,,0,0,
Star Wars: Squadrons,PS4_b,Electronic Arts,Motive Studios,,,,,,,,,,10/2/2020,6/19/2020,#VALUE!,,0,0,
Star Wars: Squadrons,XOne_b,Electronic Arts,Motive Studios,,,,,,,,,,10/2/2020,6/19/2020,#VALUE!,,0,0,
Star Wars: Squadrons,PC_b,Electronic Arts,Motive Studios,,,,,,,,,,10/2/2020,6/19/2020,#VALUE!,,0,0,
Nickelodeon Kart Racers 2: Grand Prix,NS_b,GameMill Entertainment,Bamtang,,,,,,,,,,10/6/2020,12/18/2020,#VALUE!,,0,0,
Nickelodeon Kart Racers 2: Grand Prix,PS4_b,GameMill Entertainment,Bamtang,,,,,,,,,,10/6/2020,5/14/2022,#VALUE!,,0,0,
Nickelodeon Kart Racers 2: Grand Prix,XOne_b,GameMill Entertainment,Bamtang,,,,,,,,,,10/6/2020,9/23/2020,#VALUE!,,0,0,
I Am Dead,PC_b,Annapurna Interactive,Hollow Ponds,,,,,,,,,,10/8/2020,10/3/2020,#VALUE!,,0,0,
I Am Dead,NS_b,Annapurna Interactive,Hollow Ponds,,,,,,,,,,10/8/2020,10/3/2020,#VALUE!,,0,0,
Ikenfell,XOne_b,Humble Bundle,Happy Ray Games,,,,,,,,,,10/8/2020,9/5/2020,#VALUE!,,0,0,
Ikenfell,PS4_b,Humble Bundle,Happy Ray Games,,,,,,,,,,10/8/2020,9/5/2020,#VALUE!,,0,0,
Ikenfell,PC_b,Humble Bundle,Happy Ray Games,,,,,,,,,,10/8/2020,9/5/2020,#VALUE!,,0,0,
Ikenfell,NS_b,Humble Bundle,Happy Ray Games,,,,,,,,,,10/8/2020,9/5/2020,#VALUE!,,0,0,
Ride 4,XOne_b,Milestone S.r.l.,Milestone S.r.l.,,,,,,,,,,10/8/2020,4/14/2020,#VALUE!,,0,0,
Ride 4,PS4_b,Milestone S.r.l.,Milestone S.r.l.,7,,,,,,,,,10/8/2020,4/14/2020,#VALUE!,,0,0,
Ride 4,PC_b,Milestone S.r.l.,Milestone S.r.l.,,,,,,,,,,10/8/2020,4/14/2020,#VALUE!,,0,0,
Ben 10: Power Trip!,All_b,Outright Games,PHL Collective,,,,,,,,,,10/9/2020,11/18/2020,#VALUE!,,0,0,
FIFA 21,PS4_b,Electronic Arts,EA Vancouver,,,,,,,,,,10/9/2020,6/19/2020,#VALUE!,,0,0,
FIFA 21,XOne_b,Electronic Arts,EA Vancouver,,,,,,,,,,10/9/2020,6/19/2020,#VALUE!,,0,0,
FIFA 21,PC_b,Electronic Arts,EA Vancouver,,,,,,,,,,10/9/2020,6/19/2020,#VALUE!,,0,0,
FIFA 21,NS_b,Electronic Arts,EA Vancouver,,,,,,,,,,10/9/2020,6/19/2020,#VALUE!,,0,0,
Game Dev Tycoon,NS_b,Greenheart Games,Rarebyte,,,,,,,,,,10/11/2020,9/3/2020,#VALUE!,,0,0,
G.I. Joe: Operation Blackout,XOne_b,GameMill Entertainment,Fair Play Labs,,,,,,,,,,10/13/2020,1/31/2021,#VALUE!,,0,0,
G.I. Joe: Operation Blackout,PS4_b,GameMill Entertainment,Fair Play Labs,,,,,,,,,,10/13/2020,1/31/2021,#VALUE!,,0,0,
G.I. Joe: Operation Blackout,NS_b,GameMill Entertainment,Fair Play Labs,,,,,,,,,,10/13/2020,9/24/2020,#VALUE!,,0,0,
Remothered: Broken Porcelain,XOne_b,Modus Games,Stormind Games,,,,,,,,,,10/13/2020,9/25/2020,#VALUE!,,0,0,
Remothered: Broken Porcelain,PS4_b,Modus Games,Stormind Games,,,,,,,,,,10/13/2020,9/25/2020,#VALUE!,,0,0,
Remothered: Broken Porcelain,PC_b,Modus Games,Stormind Games,,,,,,,,,,10/13/2020,9/25/2020,#VALUE!,,0,0,
Remothered: Broken Porcelain,NS_b,Modus Games,Stormind Games,,,,,,,,,,10/13/2020,9/25/2020,#VALUE!,,0,0,
Robotics;Notes DaSH,NS_b,Spike Chunsoft,5pb. Games,,,,,,,,,,10/13/2020,2/6/2019,#VALUE!,,0,0,
Robotics;Notes DaSH,PS4_b,Spike Chunsoft,5pb. Games,,,,,,,,,,10/13/2020,2/6/2019,#VALUE!,,0,0,
Robotics;Notes DaSH,PC_b,Spike Chunsoft,MAGES,,,,,,,,,,10/13/2020,5/19/2020,#VALUE!,,0,0,
Robotics;Notes Elite,PS4_b,Spike Chunsoft,5pb. Inc.,,,,,,,,,,10/13/2020,5/19/2020,#VALUE!,,0,0,
Robotics;Notes Elite,NS_b,Spike Chunsoft,5pb. Inc.,,,,,,,,,,10/13/2020,5/19/2020,#VALUE!,,0,0,
Robotics;Notes Elite,PC_b,Spike Chunsoft,5pb. Inc.,,,,,,,,,,10/13/2020,5/19/2020,#VALUE!,,0,0,
Torchlight III,XOne_b,Perfect World Entertainment,Echtra Games,,,,,,,,,,10/13/2020,1/28/2020,#VALUE!,,0,0,
Torchlight III,PS4_b,Perfect World Entertainment,Echtra Games,,,,,,,,,,10/13/2020,1/28/2020,#VALUE!,,0,0,
Torchlight III,PC_b,Perfect World Entertainment,Echtra Games,,,,,,,,,,10/13/2020,1/28/2020,#VALUE!,,0,0,
"Cook, Serve, Delicious! 3?!",XOne_b,Vertigo Gaming Inc.,Vertigo Gaming Inc.,,,,,,,,,,10/14/2020,8/10/2019,#VALUE!,,0,0,
"Cook, Serve, Delicious! 3?!",PS4_b,Vertigo Gaming Inc.,Vertigo Gaming Inc.,,,,,,,,,,10/14/2020,8/10/2019,#VALUE!,,0,0,
"Cook, Serve, Delicious! 3?!",PC_b,Vertigo Gaming Inc.,Vertigo Gaming Inc.,,,,,,,,,,10/14/2020,8/10/2019,#VALUE!,,0,0,
"Cook, Serve, Delicious! 3?!",NS_b,Vertigo Gaming Inc.,Vertigo Gaming Inc.,,,,,,,,,,10/14/2020,8/10/2019,#VALUE!,,0,0,
Cloudpunk,XOne_b,Maple Whispering Limited,Ion Lands,,,,,,,,,,10/15/2020,9/7/2020,#VALUE!,,0,0,
Cloudpunk,PS4_b,Maple Whispering Limited,Ion Lands,,,,,,,,,,10/15/2020,9/7/2020,#VALUE!,,0,0,
Cloudpunk,NS_b,Maple Whispering Limited,Ion Lands,,,,,,,,,,10/15/2020,9/7/2020,#VALUE!,,0,0,
Death Come True,PS4_b,Izanagi Games,Too Kyo Games,,,,,,,,,,10/15/2020,12/17/2019,#VALUE!,,0,0,
Shantae: Risky's Revenge,NS_b,WayForward,WayForward Technologies,7,,,,,,,,,10/15/2020,7/10/2020,#VALUE!,,0,0,
Tennis World Tour 2,NS_b,Nacon,Big Ant Studios,,,,,,,,,,10/15/2020,9/28/2020,#VALUE!,,0,0,
Mario Kart Live: Home Circuit,NS_b,Nintendo,Velan Studios,,,,1.73m,,,,,,10/16/2020,9/3/2020,#VALUE!,,0,0,
Crown Trick,NS_b,Team17,NEXT Studios,,,,,,,,,,10/16/2020,9/28/2020,#VALUE!,,0,0,
Crown Trick,PC_b,Team17,NEXT Studios,,,,,,,,,,10/16/2020,9/28/2020,#VALUE!,,0,0,
NHL 21,XOne_b,EA Sports,EA Vancouver,,,,,,,,,,10/16/2020,7/22/2020,#VALUE!,,0,0,
NHL 21,PS4_b,EA Sports,EA Vancouver,,,,,,,,,,10/16/2020,7/22/2020,#VALUE!,,0,0,
Postal Redux,NS_b,MD Games,Running With Scissors,,,,,,,,,,10/16/2020,9/28/2020,#VALUE!,,0,0,
Zoids Wild: Blast Unleashed,NS_b,Outright Games,Outright Games,,,,,,,,,,10/16/2020,9/7/2020,#VALUE!,,0,0,
Amnesia: Rebirth,PC_b,Frictional Games,Frictional Games,,,,,,,,,,10/20/2020,3/7/2020,#VALUE!,,0,0,
Amnesia: Rebirth,PS4_b,Frictional Games,Frictional Games,7,,,,,,,,,10/20/2020,3/7/2020,#VALUE!,,0,0,
Amnesia: Rebirth,All_b,Frictional Games,Frictional Games,,,,0.10m,,,,,,10/20/2020,3/17/2021,#VALUE!,,0,0,
Bless Unleashed,PS4_b,Neowiz Corporation,Round8 Studio,,,,,,,,,,10/22/2020,9/29/2020,#VALUE!,,0,0,
Pumpkin Jack,NS_b,Headup Games,Headup Games,,,,,,,,,,10/23/2020,11/6/2020,#VALUE!,,0,0,
Transformers: Battlegrounds,XOne_b,Outright Games,Outright Games,,,,,,,,,,10/23/2020,7/3/2020,#VALUE!,,0,0,
Transformers: Battlegrounds,PS4_b,Outright Games,Outright Games,,,,,,,,,,10/23/2020,7/3/2020,#VALUE!,,0,0,
Transformers: Battlegrounds,PC_b,Outright Games,Outright Games,,,,,,,,,,10/23/2020,7/3/2020,#VALUE!,,0,0,
Transformers: Battlegrounds,NS_b,Outright Games,Outright Games,,,,,,,,,,10/23/2020,7/3/2020,#VALUE!,,0,0,
World of Warcraft: Shadowlands,PC_b,Blizzard Entertainment,Blizzard Entertainment,,,,3.70m,,,,,,10/24/2020,8/5/2020,#VALUE!,,0,0,
Ghostrunner,All_b,505 Games,One More Level,,,,2.50m,,,,,,10/27/2020,5/31/2021,#VALUE!,,0,0,
Cobra Kai: The Karate Kid Saga Continues,XOne_b,GameMill Entertainment,GameMill Entertainment,,,,,,,,,,10/27/2020,1/31/2021,#VALUE!,,0,0,
Cobra Kai: The Karate Kid Saga Continues,PS4_b,GameMill Entertainment,GameMill Entertainment,,,,,,,,,,10/27/2020,1/31/2021,#VALUE!,,0,0,
Cobra Kai: The Karate Kid Saga Continues,NS_b,GameMill Entertainment,GameMill Entertainment,,,,,,,,,,10/27/2020,9/24/2020,#VALUE!,,0,0,
Ghostrunner,XOne_b,505 Games,One More Level,,,,,,,,,,10/27/2020,9/15/2020,#VALUE!,,0,0,
Ghostrunner,PS4_b,505 Games,One More Level,,,,,,,,,,10/27/2020,9/15/2020,#VALUE!,,0,0,
Ghostrunner,PC_b,505 Games,One More Level,9,,,,,,,,,10/27/2020,9/15/2020,#VALUE!,,0,0,
Oddworld: Abe's Oddysee New N' Tasty!,NS_b,Oddworld Inhabitants,Just Add Water,,,,,,,,,,10/27/2020,10/3/2020,#VALUE!,,0,0,
The Legend of Heroes: Trails of Cold Steel IV,PS4_b,NIS America,Falcom,7,,,,0.13m,,,0.13m,,10/27/2020,8/18/2018,0.13,,0.13,0.13,
Cthulhu Saves Christmas,NS_b,Limited Run Games,Zeboyd Games,,,,,,,,,,10/28/2020,2/8/2022,#VALUE!,,0,0,
Part time UFO,NS_b,Nintendo,HAL Laboratory,,,,,,,,,,10/28/2020,11/7/2021,#VALUE!,,0,0,
Pikmin 3 Deluxe,NS_b,Nintendo,Nintendo,,,,2.40m,,,,,,10/30/2020,8/5/2020,#VALUE!,,0,0,
Mad Rat Dead,PS4_b,NIS America,Nippon Ichi Software,,,,,,,,,,10/30/2020,9/15/2020,#VALUE!,,0,0,
Mad Rat Dead,NS_b,NIS America,Nippon Ichi Software,,,,,,,,,,10/30/2020,9/15/2020,#VALUE!,,0,0,
The Dark Pictures Anthology: Little Hope,XOne_b,Bandai Namco Entertainment,Supermassive Games Ltd.,,,,,,,,,,10/30/2020,5/29/2020,#VALUE!,,0,0,
The Dark Pictures Anthology: Little Hope,PS4_b,Bandai Namco Entertainment,Supermassive Games Ltd.,6,,,,,,,,,10/30/2020,5/29/2020,#VALUE!,,0,0,
The Dark Pictures Anthology: Little Hope,PC_b,Bandai Namco Entertainment,Supermassive Games Ltd.,,,,,,,,,,10/30/2020,5/29/2020,#VALUE!,,0,0,
The Good Life,OSX_b,White Owls,White Owls,,,,,,,,,,11/2/2020,8/13/2020,#VALUE!,,0,0,
Bakugan: Champions of Vestroia,NS_b,Warner Bros. Interactive Entertainment,WayForward,,,,,,,,,,11/3/2020,7/10/2020,#VALUE!,,0,0,
Jurassic World Evolution: Complete Edition,NS_b,Frontier Developments,Frontier Developments,,,,,,,,,,11/3/2020,9/8/2020,#VALUE!,,0,0,
Shadowverse: Champion's Battle,NS_b,Cygames,Cygames,,,,,,,,,,11/5/2020,5/29/2020,#VALUE!,,0,0,
DiRT 5,XOne_b,Codemasters,Codemasters,,,,,,,,,,11/6/2020,5/7/2020,#VALUE!,,0,0,
DiRT 5,PS4_b,Codemasters,Codemasters,,,,,,,,,,11/6/2020,5/7/2020,#VALUE!,,0,0,
DiRT 5,PC_b,Codemasters,Codemasters,7.5,,,,,,,,,11/6/2020,5/7/2020,#VALUE!,,0,0,
Sakuna: Of Rice and Ruin,All_b,Xseed Games,Edelweiss,,,,1.00m,,,,,,11/10/2020,11/25/2020,#VALUE!,,0,0,
Sakuna: Of Rice and Ruin,PS4_b,Xseed Games,Edelweiss,,,,,,,,,,11/10/2020,,#VALUE!,,0,0,
Sakuna: Of Rice and Ruin,PC_b,Xseed Games,Edelweiss,,,,,,,,,,11/10/2020,,#VALUE!,,0,0,
Assassin's Creed Valhalla,XOne_b,Ubisoft,Ubisoft,8,,,,,,,,,11/10/2020,4/30/2020,#VALUE!,,0,0,
Assassin's Creed Valhalla,XS_b,Ubisoft,Ubisoft,,,,,,,,,,11/10/2020,4/30/2020,#VALUE!,,0,0,
Assassin's Creed Valhalla,PS4_b,Ubisoft,Ubisoft,,,,,,,,,,11/10/2020,4/30/2020,#VALUE!,,0,0,
Assassin's Creed Valhalla,PC_b,Ubisoft,Ubisoft,,,,,,,,,,11/10/2020,4/30/2020,#VALUE!,,0,0,
Destiny 2: Beyond Light,XOne_b,Bungie Software,Bungie,,,,,,,,,,11/10/2020,9/8/2020,#VALUE!,,0,0,
