Game,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,Stripped Sales,,No errors,Number Conversion,Total
Aggressive Inline,XB_b,Acclaim Entertainment,"Z-Axis, Ltd.",,9,,,0.06m,0.05m,0.01m,,0.00m,7/29/2002,,0.06,,0.06,0.06,
Sega Sports Tennis,PS2_b,Sega,Hitmaker,,,,,,,,,,7/30/2002,,#VALUE!,,0,0,
Gun Metal,XB_b,Majesco,Rage Software,,,,,0.11m,0.08m,0.02m,,0.00m,7/30/2002,,0.11,,0.11,0.11,
XXX,GBA_b,Activision,Digital Eclipse,,,,,0.11m,0.08m,0.03m,,0.00m,7/31/2002,,0.11,,0.11,0.11,
Aggressive Inline,GC_b,Acclaim Entertainment,"Z-Axis, Ltd.",,8.9,,,0.06m,0.04m,0.01m,,0.00m,7/31/2002,,0.06,,0.06,0.06,
Mermaid no Kisetsu: Curtain Call,PS_b,NetVillage,NetVillage,,,,,,,,,,8/1/2002,,#VALUE!,,0,0,
Mobile Suit Gundam: Lost War Chronicles,PS2_b,Bandai,Bandai,,,,,0.39m,,,0.39m,,8/1/2002,,0.39,,0.39,0.39,
Bakuten Shoot Beyblade 2002: Beybattle Tournament 2,PS_b,Takara,Takara,,,,,,,,,,8/1/2002,,#VALUE!,,0,0,
Combat Queen,PS2_b,Taito,Taito Corporation,,,,,,,,,,8/1/2002,,#VALUE!,,0,0,
Gakuen Heaven: Boy's Love Scramble!,PC_b,Spray,Spray,,,,,,,,,,8/2/2002,,#VALUE!,,0,0,
Slam Tennis,PS2_b,Infogrames,Infogrames,,,,,,,,,,8/2/2002,,#VALUE!,,0,0,
Super Robot Taisen R,GBA_b,Banpresto,Banpresto,,,,,0.26m,,,0.25m,0.01m,8/2/2002,,0.26,,0.26,0.26,
Cubix Robots for Everyone: Showdown,GBA_b,3DO,Blitz Games,,,,,,,,,,8/2/2002,,#VALUE!,,0,0,
Digital Monsters: D Project,WS_b,Bandai,Sting,,,,,,,,,,8/3/2002,,#VALUE!,,0,0,
NFL Fever 2003,XB_b,Microsoft Game Studios,Microsoft Game Studios,,,,,0.61m,0.46m,0.13m,,0.02m,8/5/2002,,0.61,,0.61,0.61,
Skateboard Park Tycoon: World Tour 2003,PC_b,Activision,Cat Daddy Games,,,,,,,,,,8/6/2002,,#VALUE!,,0,0,
NCAA College Football 2K3,PS2_b,Sega,Visual Concepts,,,,,,,,,,8/7/2002,,#VALUE!,,0,0,
Smuggler's Run: Warzones,GC_b,Rockstar Games,Rockstar San Diego,,,,,0.08m,0.06m,0.02m,,0.00m,8/7/2002,,0.08,,0.08,0.08,
Pro Yakyuu Team o Tsukurou! Advance,GBA_b,Sega,Sega,,,,,,,,,,8/8/2002,,#VALUE!,,0,0,
The King of Fighters 2000,DC_b,Playmore,Playmore Corporation,,,,,,,,,,8/8/2002,,#VALUE!,,0,0,
AIR,PS2_b,NEC Interchannel,Key,,,,,,,,,,8/8/2002,,#VALUE!,,0,0,
Akudaikan,PS2_b,Global A Entertainment,Global A Entertainment,,,,,,,,,,8/8/2002,,#VALUE!,,0,0,
Combat Choro Q: Advance Daisakusen,GBA_b,Takara,Takara,,,,,,,,,,8/8/2002,,#VALUE!,,0,0,
Hamster Monogatari GB + Magi Ham Mahou no Shoujo,GB_b,Culture Brain,Culture Brain,,,,,,,,,,8/9/2002,,#VALUE!,,0,0,
Manic Miner,GBA_b,Jester Interactive,Jester Interactive,,,,,,,,,,8/9/2002,,#VALUE!,,0,0,
Nakayoshi Pet Advance Series 3: Kawaii Koneko,GBA_b,MTO,MTO,,,,,,,,,,8/9/2002,,#VALUE!,,0,0,
Gekitou! Crash Gear Turbo,WS_b,Bandai,Bandai,,,,,,,,,,8/10/2002,,#VALUE!,,0,0,
RealSports Basketball,2600_b,CGEÂ ServicesÂ Corporation,Atari,,,,,,,,,,8/10/2002,,#VALUE!,,0,0,
The Amazing Virtual Sea-Monkeys,PC_b,Xicat Interactive,Creature Labs,,,,,,,,,,8/11/2002,,#VALUE!,,0,0,
Madden NFL 2003,PS2_b,EA Sports,EA Tiburon,,9.4,,,4.14m,3.36m,0.21m,0.01m,0.56m,8/12/2002,,4.14,,4.14,4.14,
NFL 2K3,PS2_b,Sega,Visual Concepts,,,,,1.32m,1.06m,0.08m,,0.18m,8/12/2002,,1.32,,1.32,1.32,
Street Hoops,PS2_b,Activision,Black Ops Entertainment,,,,,0.91m,0.45m,0.35m,,0.12m,8/12/2002,,0.91,,0.91,0.91,
Madden NFL 2003,XB_b,EA Sports,EA Tiburon,,,,,0.71m,0.67m,0.02m,,0.03m,8/12/2002,,0.71,,0.71,0.71,
Madden NFL 2003,PC_b,EA Sports,EA Tiburon,,,,,,,,,,8/12/2002,,#VALUE!,,0,0,
Madden NFL 2003,GBA_b,EA Sports,BudCat Creations,,,,,0.61m,0.44m,0.16m,,0.01m,8/12/2002,,0.61,,0.61,0.61,
NFL 2K3,XB_b,Sega,Visual Concepts,,,,,0.52m,0.38m,0.11m,,0.02m,8/12/2002,,0.52,,0.52,0.52,
Mat Hoffman's Pro BMX 2,PS2_b,Activision,Rainbow Studios,,8.1,,,0.46m,0.23m,0.18m,,0.06m,8/12/2002,,0.46,,0.46,0.46,
NFL Blitz 20-03,PS2_b,Midway Games,Point of View,,,,,0.44m,0.21m,0.17m,,0.06m,8/12/2002,,0.44,,0.44,0.44,
Madden NFL 2003,GC_b,EA Sports,EA Tiburon,,9.1,,,0.43m,0.33m,0.09m,,0.01m,8/12/2002,,0.43,,0.43,0.43,
NFL GameDay 2003,PS2_b,Sony Computer Entertainment,989 Sports,,,,,0.40m,0.20m,0.15m,,0.05m,8/12/2002,,0.40,,0.40,0.4,
Street Hoops,XB_b,Activision,Black Ops Entertainment,,,,,0.28m,0.21m,0.06m,,0.01m,8/12/2002,,0.28,,0.28,0.28,
Mat Hoffman's Pro BMX 2,XB_b,Activision,Rainbow Studios,,,,,0.20m,0.15m,0.04m,,0.01m,8/12/2002,,0.20,,0.20,0.2,
NFL Blitz 20-03,XB_b,Midway Games,Point of View,,,,,0.14m,0.11m,0.03m,,0.01m,8/12/2002,,0.14,,0.14,0.14,
NFL Blitz 20-03,GC_b,Midway Games,Point of View,,7.8,,,0.14m,0.11m,0.03m,,0.00m,8/12/2002,,0.14,,0.14,0.14,
Beach Spikers: Virtua Beach Volleyball,GC_b,Sega,Sega-AM2,,7.1,,,0.10m,0.08m,0.02m,,0.00m,8/12/2002,,0.10,,0.10,0.1,
Duke Nukem Advance,GBA_b,Take-Two Interactive,Torus Games,,8.5,,,0.01m,0.00m,0.00m,,0.00m,8/12/2002,,0.01,,0.01,0.01,
NFL Blitz 20-03,GBA_b,Midway Games,OutLook Entertainment,,,,,0.00m,0.00m,0.00m,,0.00m,8/12/2002,,0.00,,0.00,0,
Madden NFL 2003,PS_b,EA Sports,BudCat Creations,,,,,,,,,,8/13/2002,,#VALUE!,,0,0,
MoonBase Commander,PC_b,Atari,Humongous Entertainment,,,,,,,,,,8/13/2002,,#VALUE!,,0,0,
NCAA College Football 2K3,XB_b,Sega,Visual Concepts,,,,,,,,,,8/13/2002,,#VALUE!,,0,0,
NFL GameDay 2003,PS_b,Sony Computer Entertainment,989 Sports,,,,,,,,,,8/13/2002,,#VALUE!,,0,0,
Disney's Magical Quest Starring Mickey and Minnie,GBA_b,Nintendo,Capcom,,6.1,,,0.22m,0.16m,0.06m,,0.00m,8/13/2002,,0.22,,0.22,0.22,
Disney's Magical Mirror Starring Mickey Mouse,GC_b,Nintendo,Capcom,,4,,,0.19m,0.15m,0.04m,,0.01m,8/13/2002,,0.19,,0.19,0.19,
Mat Hoffman's Pro BMX 2,GBA_b,Activision,HotGen Studios,,,,,0.16m,0.11m,0.04m,,0.00m,8/13/2002,,0.16,,0.16,0.16,
Age of Sail II: Privateer's Bounty,PC_b,Global Star Software,Akella,,,,,,,,,,8/13/2002,,#VALUE!,,0,0,
Aliens versus Predator 2: Primal Hunt,PC_b,Sierra Entertainment,Third Law Entertainment,,,,,,,,,,8/13/2002,,#VALUE!,,0,0,
NCAA GameBreaker 2003,PS2_b,Sony Computer Entertainment,989 Sports,,,,,0.23m,0.11m,0.09m,,0.03m,8/14/2002,,0.23,,0.23,0.23,
Capcom vs. SNK Pro,PS_b,Capcom,Capcom,,7.7,,,,,,,,8/14/2002,,#VALUE!,,0,0,
Dora the Explorer: Backpack Adventure,PC_b,Atari,Atari,,,,,,,,,,8/15/2002,,#VALUE!,,0,0,
Mobile Forces,PC_b,Majesco,Rage Software,,,,,,,,,,8/16/2002,,#VALUE!,,0,0,
Urban Yeti,GBA_b,Telegames,Cave Barn,,,,,0.00m,0.00m,0.00m,,,8/16/2002,,0.00,,0.00,0,
Buffy the Vampire Slayer,XB_b,Electronic Arts,Double Helix Games,,,,,0.23m,0.18m,0.05m,,0.01m,8/18/2002,,0.23,,0.23,0.23,
Dead to Rights,XB_b,Namco,Namco,,,,,0.72m,0.53m,0.17m,,0.03m,8/19/2002,,0.72,,0.72,0.72,
Prince of Qin,PC_b,Strategy First,Object Software Limited,,,,,,,,,,8/19/2002,,#VALUE!,,0,0,
The Thing,PS2_b,VU Games,Computer Artworks,,,,,0.44m,0.22m,0.17m,,0.06m,8/19/2002,,0.44,,0.44,0.44,
Power Rangers: Wild Force,GBA_b,THQ,Natsume,,,,,0.21m,0.15m,0.05m,,0.00m,8/19/2002,,0.21,,0.21,0.21,
Medieval: Total War,PC_b,Activision,The Creative Assembly,,9,,,0.00m,,0.00m,,0.00m,8/19/2002,,0.00,,0.00,0,
The Italian Job,PC_b,SCi,Pixelogic,,,,,0.00m,,0.00m,,0.00m,8/19/2002,,0.00,,0.00,0,
The Thing,All_b,Black Label Games,Computer Artworks,,,,1.00m,,,,,,8/20/2002,9/3/2021,#VALUE!,,0,0,
Mega Man X5,PC_b,Capcom,Capcom,,,,,,,,,,8/20/2002,,#VALUE!,,0,0,
Real War: Rogue States,PC_b,Simon & Schuster Interactive,Rival Interactive,,,,,,,,,,8/20/2002,3/27/2019,#VALUE!,,0,0,
ATV: Quad Power Racing,GBA_b,Acclaim Entertainment,Tantalus Interactive,,5.5,,,0.26m,0.18m,0.07m,,0.00m,8/20/2002,,0.26,,0.26,0.26,
Tony Hawk's Pro Skater 3,N64_b,Activision,Edge of Reality,,8.1,,,0.08m,0.06m,0.02m,,0.00m,8/20/2002,,0.08,,0.08,0.08,
Kong: The Animated Series,GBA_b,BAM! Entertainment,Planet Interactive,,5,,,0.02m,0.01m,0.00m,,0.00m,8/20/2002,,0.02,,0.02,0.02,
The Thing,PC_b,VU Games,Computer Artworks,,,,,0.00m,,0.00m,,0.00m,8/20/2002,,0.00,,0.00,0,
Dino Crisis 2,PC_b,Capcom,Capcom Production Studio 4,,,,,0.00m,,0.00m,,0.00m,8/20/2002,,0.00,,0.00,0,
Imperivm,Series_b,Strategy First,Haemimont Games,,,,1.35m,,,,,,8/21/2002,3/8/2021,#VALUE!,,0,0,
Spy Kids Challenger,GBA_b,Disney Interactive Studios,Game Titan,,,,,0.25m,0.18m,0.07m,,0.00m,8/21/2002,,0.25,,0.25,0.25,
NFL 2K3,GC_b,Sega,Visual Concepts,,9,,,0.22m,0.17m,0.04m,,0.01m,8/21/2002,,0.22,,0.22,0.22,
Kelly Slater's Pro Surfer,GBA_b,Activision,HotGen Studios,,8,,,0.13m,0.09m,0.03m,,0.00m,8/21/2002,,0.13,,0.13,0.13,
Celtic Kings: Rage of War,PC_b,Strategy First,Haemimont Games,,,,0.10m,,,,,,8/21/2002,1/10/2018,#VALUE!,,0,0,
Memorial Song,PS2_b,Datam Polystar,Datam Polystar,,,,,,,,,,8/22/2002,,#VALUE!,,0,0,
Sega Soccer Slam,XB_b,Sega,Black Box Games,,,,,0.05m,0.04m,0.01m,,0.00m,8/22/2002,,0.05,,0.05,0.05,
Galaxy Angel,PC_b,Broccoli,Broccoli,,,,,,,,,,8/23/2002,,#VALUE!,,0,0,
Harukanaru Toki no Naka de,GBA_b,KOEI,Koei / Inis,,,,,,,,,,8/23/2002,,#VALUE!,,0,0,
Inda 999,PC_b,Vega,Vega,,,,,,,,,,8/23/2002,,#VALUE!,,0,0,
Mr. Driller Ace,GBA_b,Namco,Namco,,,,,,,,,,8/23/2002,,#VALUE!,,0,0,
Slam Tennis,XB_b,Infogrames,Infogrames,,,,,,,,,,8/23/2002,,#VALUE!,,0,0,
Super Mario Sunshine,GC_b,Nintendo,Nintendo EAD,8.9,9.2,,5.91m,,,,,,8/25/2002,,#VALUE!,,0,0,
Super Monkey Ball 2,GC_b,Sega,Amusement Vision,,,,,1.52m,1.11m,0.31m,0.06m,0.04m,8/25/2002,,1.52,,1.52,1.52,
MLB SlugFest 20-03,XB_b,Midway Games,Gratuitous Games,,,,,0.20m,0.15m,0.04m,,0.01m,8/26/2002,,0.20,,0.20,0.2,
Turok: Evolution,GBA_b,Acclaim Entertainment,RFX Interactive,,,,,0.12m,0.08m,0.03m,,0.00m,8/26/2002,,0.12,,0.12,0.12,
Prisoner of War,XB_b,Codemasters,Wide Games,,,,,0.08m,0.06m,0.02m,,0.00m,8/26/2002,,0.08,,0.08,0.08,
Cultures 2: The Gates of Asgard,PC_b,JoWood Productions,Funatics Development GmbH,,,,,,,,,,8/26/2002,,#VALUE!,,0,0,
SOCOM,Series_b,Sony Interactive Entertainment,Zipper Interactive,,,,12.00m,,,,,,8/27/2002,3/9/2020,#VALUE!,,0,0,
SOCOM: U.S. Navy SEALs,PS2_b,Sony Computer Entertainment,Zipper Interactive,,8,,,3.65m,2.53m,0.81m,0.06m,0.24m,8/27/2002,,3.65,,3.65,3.65,
Aggressive Inline,GBA_b,Acclaim Entertainment,Full-Fat,,7.3,,,0.01m,0.00m,0.00m,,0.00m,8/27/2002,,0.01,,0.01,0.01,
Onimusha 2: Samurai's Destiny,PS2_b,Capcom,Capcom,,8.5,,2.10m,,,,,,8/28/2002,,#VALUE!,,0,0,
Half-Life: Platinum Collection 2,PC_b,Sierra Entertainment,Valve Software,,,,,,,,,,8/28/2002,,#VALUE!,,0,0,
Commandos 2: Men of Courage,PS2_b,Eidos Interactive,Pyro Studios,,,,,0.18m,0.09m,0.07m,,0.02m,8/28/2002,,0.18,,0.18,0.18,
Mafia,PC_b,Gathering of Developers,Illusion Softworks,,9.2,,,0.04m,,0.04m,,0.00m,8/28/2002,,0.04,,0.04,0.04,
Chessmaster,GBA_b,Ubisoft,Ubisoft,,7.5,,,0.04m,0.03m,0.01m,,0.00m,8/28/2002,,0.04,,0.04,0.04,
Antz Extreme Racing,PC_b,Empire Interactive,Supersonic Software,,,,,,,,,,8/28/2002,,#VALUE!,,0,0,
Mafia,Series_b,2K Games,Illusion Softworks,,,,14.00m,,,,,,8/29/2002,11/6/2020,#VALUE!,,0,0,
Flight Academy,XB_b,Unknown,Aqua Systems,,,,,,,,,,8/29/2002,,#VALUE!,,0,0,
Princess Blue: Hime Kishi Monogatari,GBA_b,Tonkin House,Tonkin House,,,,,,,,,,8/29/2002,,#VALUE!,,0,0,
Saikyou Ginsei Mahjong,PS_b,I.Magic,I.Magic,,,,,,,,,,8/29/2002,,#VALUE!,,0,0,
Shaman King: Mirai no Ishi,WS_b,Bandai,Bandai,,,,,,,,,,8/29/2002,,#VALUE!,,0,0,
Simple 1500 Series Vol. 100: The Uchuuhikoushi,PS_b,D3 Publisher,Amedio,,,,,,,,,,8/29/2002,,#VALUE!,,0,0,
Simple 1500 Series Vol. 99: The Kendo,PS_b,D3 Publisher,Amedio,,,,,,,,,,8/29/2002,,#VALUE!,,0,0,
Simple Characters 2000 Series Vol. 10: Sakigake!! Otojojuku - The Dodge Ball,PS_b,Bandai,Access,,,,,,,,,,8/29/2002,,#VALUE!,,0,0,
Simple Characters 2000 Series Vol. 11: Meitantei Conan - The Board Game,PS_b,Bandai,D3 Publisher,,,,,,,,,,8/29/2002,,#VALUE!,,0,0,
The Renai Adventure: Bitter Sweet Fools,DC_b,D3 Publisher,HuneX,,,,,,,,,,8/29/2002,,#VALUE!,,0,0,
Guilty Gear X: Advance Edition,GBA_b,Sammy Corporation,Arc System Works,,7.3,,,0.06m,0.04m,0.02m,,0.00m,8/29/2002,,0.06,,0.06,0.06,
Bomb Boat,PS_b,Success,Success,,,,,,,,,,8/29/2002,,#VALUE!,,0,0,
Ever17 ã€œthe out of infinityã€œ,PS2_b,KID,KID Corporation,,,,,,,,,,8/29/2002,,#VALUE!,,0,0,
Ever17 ã€œthe out of infinityã€œ,DC_b,KID,KID Corporation,,,,,,,,,,8/29/2002,,#VALUE!,,0,0,
Go! Go! Beckham! Adventure on Soccer Island,GBA_b,Rage Software,Denki,,7.5,,,,,,,,8/30/2002,,#VALUE!,,0,0,
The Legend of Xanadu,PC_b,Falcom Corporation,Nihon Falcom Corporation,,,,,,,,,,8/30/2002,,#VALUE!,,0,0,
DrumMania 7th Mix,PS2_b,Konami,Konami,,,,,0.03m,,,0.03m,,8/30/2002,,0.03,,0.03,0.03,
Aikagi,PC_b,F&C,F&C,,,,,,,,,,8/30/2002,,#VALUE!,,0,0,
Black/Matrix Zero,GBA_b,NEC,Flight-Plan,,,,,,,,,,8/30/2002,,#VALUE!,,0,0,
Turok: Evolution,PS2_b,Acclaim Entertainment,Acclaim Studios Austin,,,,,1.31m,0.64m,0.50m,,0.17m,8/31/2002,,1.31,,1.31,1.31,
Hard Truck: 18 Wheels of Steel,PC_b,ValuSoft,Sunstorm Interactive,,,,,,,,,,8/31/2002,,#VALUE!,,0,0,
Turok: Evolution,XB_b,Acclaim Entertainment,Acclaim Studios Austin,,,,,0.55m,0.39m,0.14m,,0.02m,8/31/2002,,0.55,,0.55,0.55,
Turok: Evolution,GC_b,Acclaim Entertainment,Acclaim Studios Austin,,7.4,,,0.38m,0.30m,0.08m,,0.01m,8/31/2002,,0.38,,0.38,0.38,
Riding Spirits,PS2_b,BAM! Entertainment,Spike,,,,,0.26m,0.13m,0.10m,,0.03m,8/31/2002,,0.26,,0.26,0.26,
Chessmaster 9000,PC_b,Ubisoft,Ubisoft Romania,,,,,,,,,,8/31/2002,,#VALUE!,,0,0,
Ragnarok Online,PC_b,Gravity Corporation,Gravity Corporation,,,,,,,,,,9/1/2002,,#VALUE!,,0,0,
Syberia,All_b,The Adventure Company,Microids,,,,0.50m,,,,,,9/1/2002,3/9/2021,#VALUE!,,0,0,
Syberia,PC_b,The Adventure Company,Microids,,8,,,0.03m,,0.02m,,0.00m,9/1/2002,,0.03,,0.03,0.03,
AFL Live 2003,PC_b,Acclaim Entertainment,IR Gurus Interactive Ltd.,,,,,,,,,,9/1/2002,,#VALUE!,,0,0,
Pac-Man Fever,PS2_b,Namco,Mass Media,,,,,0.51m,0.25m,0.20m,,0.07m,9/2/2002,,0.51,,0.51,0.51,
Blade II,PS2_b,Activision,Mucky Foot Productions,,,,,0.31m,0.15m,0.12m,,0.04m,9/2/2002,,0.31,,0.31,0.31,
Sega GT 2002,XB_b,Sega,Wow Entertainment,,,,,0.19m,0.12m,0.03m,0.03m,0.01m,9/2/2002,,0.19,,0.19,0.19,
Blade II,XB_b,Activision,Mucky Foot Productions,,,,,0.13m,0.10m,0.03m,,0.00m,9/2/2002,,0.13,,0.13,0.13,
Sega Soccer Slam,PS2_b,Sega,Black Box Games,,,,,0.12m,0.06m,0.05m,,0.02m,9/2/2002,,0.12,,0.12,0.12,
Pac-Man Fever,GC_b,Namco,Mass Media,,5.1,,,0.28m,0.21m,0.06m,,0.01m,9/3/2002,,0.28,,0.28,0.28,
MLB SlugFest 20-03,GC_b,Midway Games,Gratuitous Games,,,,,0.15m,0.11m,0.03m,,0.00m,9/3/2002,,0.15,,0.15,0.15,
Barbie Groovy Games,GBA_b,Universal Interactive,Digital Illusions (DICE),,3,,,0.56m,0.40m,0.15m,,0.01m,9/4/2002,,0.56,,0.56,0.56,
Silent Scope,GBA_b,Konami,Konami,,,,,0.03m,0.02m,0.01m,,0.00m,9/4/2002,,0.03,,0.03,0.03,
Icewind Dale II,PC_b,Interplay,Black Isle Studios,,,,,0.01m,0.00m,0.01m,,0.00m,9/4/2002,,0.01,,0.01,0.01,
Gravity Games Bike: Street Vert Dirt,XB_b,Midway Games,Midway Games,,,,,0.01m,0.01m,0.00m,,0.00m,9/4/2002,,0.01,,0.01,0.01,
Nancy Drew: Secret of the Scarlet Hand,PC_b,DreamCatcher Interactive,Her Interactive,,,,,0.01m,0.01m,,,0.00m,9/4/2002,,0.01,,0.01,0.01,
Armored Core 3,PS2_b,Agetec,From Software,,,,,0.67m,0.22m,0.17m,0.23m,0.06m,9/5/2002,,0.67,,0.67,0.67,
Ikaruga,DC_b,ESP,"Treasure Co., Ltd.",,8.3,,,,,,,,9/5/2002,,#VALUE!,,0,0,
J-League Pro Soccer Club o Tsukurou! Advance,GBA_b,Sega,Sega,,,,,,,,,,9/5/2002,,#VALUE!,,0,0,
Simple 1500 Series Vol. 98: The Futsal,PS_b,D3 Publisher,Axes Art Amuse,,,,,,,,,,9/5/2002,,#VALUE!,,0,0,
Freekstyle,GC_b,EA Sports BIG,Page 44 Studios,,,,,0.09m,0.07m,0.02m,,0.00m,9/5/2002,,0.09,,0.09,0.09,
Antz Extreme Racing,XB_b,Empire Interactive,Supersonic Software,,,,,0.02m,0.01m,0.00m,,0.00m,9/5/2002,,0.02,,0.02,0.02,
AFL Live 2003,PS2_b,Acclaim Entertainment,IR Gurus Interactive Ltd.,,,,,,,,,,9/5/2002,,#VALUE!,,0,0,
Largo Winch: Empire Under Threat,PC_b,Ubisoft,Ubisoft Paris,,,,,,,,,,9/6/2002,,#VALUE!,,0,0,
Largo Winch: Empire Under Threat,PS2_b,Ubisoft,Ubisoft Paris,,,,,,,,,,9/6/2002,,#VALUE!,,0,0,
The Legend of Stafi,GBA_b,Nintendo,TOSE,,,,,,,,,,9/6/2002,,#VALUE!,,0,0,
Zoids Vs.,GC_b,Tomy Corporation,Tomy Corporation,,,,,,,,,,9/6/2002,,#VALUE!,,0,0,
Densetsu no Stafi,GBA_b,Nintendo,TOSE,,,,,0.47m,,,0.46m,0.01m,9/6/2002,,0.47,,0.47,0.47,
Sabrina The Teenage Witch: Potion Commotion,GBA_b,Ubisoft,Ubisoft,,,,,0.11m,0.08m,0.03m,,0.00m,9/6/2002,,0.11,,0.11,0.11,
BioHazard: Gun Survivor,PC_b,Capcom,Capcom,,,,,,,,,,9/7/2002,,#VALUE!,,0,0,
1914: The Great War,PC_b,JoWood Productions,TriNode,,,,,,,,,,9/8/2002,,#VALUE!,,0,0,
Mobile Suit Gundam: Federation vs. Zeon,PS2_b,Bandai,Bandai,,,,,1.14m,0.12m,0.10m,0.88m,0.03m,9/9/2002,,1.14,,1.14,1.14,
Mega Man Zero,GBA_b,Capcom,Inti Creates,,,,,0.55m,0.22m,0.08m,0.24m,0.01m,9/9/2002,,0.55,,0.55,0.55,
Dino Stalker,PS2_b,Capcom,Capcom,,,,,0.22m,0.07m,0.06m,0.08m,0.02m,9/9/2002,,0.22,,0.22,0.22,
The Thing,XB_b,VU Games,Computer Artworks,,,,,0.20m,0.15m,0.04m,,0.01m,9/9/2002,,0.20,,0.20,0.2,
4X4 EVO 2,GC_b,VU Games,Terminal Reality,,5.1,,,0.14m,0.11m,0.03m,,0.00m,9/9/2002,,0.14,,0.14,0.14,
NCAA College Football 2K3,GC_b,Sega,Visual Concepts,,,,,0.07m,0.05m,0.01m,,0.00m,9/9/2002,,0.07,,0.07,0.07,
Emperor: Rise of the Middle Kingdom,PC_b,Sierra Entertainment,BreakAway Games,,,,,0.01m,,0.01m,,0.00m,9/9/2002,,0.01,,0.01,0.01,
Earth 2150: Lost Souls,PC_b,Strategy First,Zuxxez,,,,,,,,,,9/9/2002,,#VALUE!,,0,0,
Battlefield,Series_b,Electronic Arts,EA DICE,,,,78.90m,,,,,,9/10/2002,2/23/2020,#VALUE!,,0,0,
Battlefield 1942,All_b,Electronic Arts,Digital Illusions CE,,,,3.00m,,,,,,9/10/2002,9/29/2022,#VALUE!,,0,0,
Battlefield 1942,PC_b,Electronic Arts,Digital Illusions CE,,9,,2.47m,,,,,,9/10/2002,,#VALUE!,,0,0,
SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA_b,THQ,Vicarious Visions,,,,,1.19m,0.92m,0.23m,,0.04m,9/10/2002,,1.19,,1.19,1.19,
Ty the Tasmanian Tiger,PS2_b,Electronic Arts,Krome Studios,,6.2,,,1.17m,0.57m,0.45m,,0.15m,9/10/2002,,1.17,,1.17,1.17,
Ty the Tasmanian Tiger,GC_b,Electronic Arts,Krome Studios,,7.1,,,0.27m,0.21m,0.05m,,0.01m,9/10/2002,,0.27,,0.27,0.27,
The Scorpion King: Rise of the Akkadian,PS2_b,Universal Interactive,Point of View,,,,,0.23m,0.11m,0.09m,,0.03m,9/10/2002,,0.23,,0.23,0.23,
Ty the Tasmanian Tiger,XB_b,Electronic Arts,Krome Studios,,7,,,0.18m,0.14m,0.04m,,0.01m,9/10/2002,,0.18,,0.18,0.18,
The Scorpion King: Rise of the Akkadian,GC_b,Universal Interactive,Point of View,,5.2,,,0.11m,0.08m,0.02m,,0.00m,9/11/2002,,0.11,,0.11,0.11,
Egg Mania: Eggstreme Madness,XB_b,Kemco,HotGen Studios,,,,,0.01m,0.01m,0.00m,,0.00m,9/11/2002,,0.01,,0.01,0.01,
Egg Mania: Eggstreme Madness,GC_b,Kemco,HotGen Studios,,,,,0.01m,0.01m,0.00m,,0.00m,9/11/2002,,0.01,,0.01,0.01,
Comix Zone,GBA_b,Sega,Virtucraft,,,,,,,,,,9/11/2002,,#VALUE!,,0,0,
Pandora no Yume,DC_b,NEC Interchannel,HuneX,,,,,,,,,,9/12/2002,,#VALUE!,,0,0,
Simple 2000 Series Vol. 9: The Renai Adventure - Bittersweet Fools,PS2_b,D3 Publisher,HuneX,,,,,,,,,,9/12/2002,,#VALUE!,,0,0,
Slotter Mania Gaiden,PS_b,Dorart,Dorart,,,,,,,,,,9/12/2002,,#VALUE!,,0,0,
Egg Mania: Eggstreme Madness,PS2_b,Kemco,HotGen Studios,,,,,0.03m,0.02m,0.01m,,0.00m,9/12/2002,,0.03,,0.03,0.03,
Captain Tsubasa: Ougon Sedai no Chousen,GC_b,Konami,Konami,,,,,,,,,,9/12/2002,,#VALUE!,,0,0,
Resident Evil (2002),All_b,Capcom,Capcom,,,,5.25m,,,,,,9/13/2002,10/11/2020,#VALUE!,,0,0,
Galaxy Angel Game Boy Advance: Moridakusan Tenshi no Full Course Okawari Jiyuu,GBA_b,Marvelous Interactive,Marvelous Interactive,,,,,,,,,,9/13/2002,,#VALUE!,,0,0,
Need for Speed: Porsche 2000 / Moto Racer 2,PS_b,Electronic Arts,Eden Studios / Delphine Software International,,,,,,,,,,9/13/2002,,#VALUE!,,0,0,
Ryoujoku Conveni,PC_b,Spiel,Spiel,,,,,,,,,,9/13/2002,,#VALUE!,,0,0,
Speedball 2: Brutal Deluxe,GBA_b,Wanadoo,Crawfish Interactive,,,,,,,,,,9/13/2002,,#VALUE!,,0,0,
Big Air Freestyle,GC_b,Atari,Paradigm Entertainment,,,,,0.05m,0.04m,0.01m,,0.00m,9/13/2002,,0.05,,0.05,0.05,
007: Tomorrow Never Dies / The World is not Enough,PS_b,Electronic Arts,Black Ops Entertainment,,,,,,,,,,9/13/2002,,#VALUE!,,0,0,
"Monsters, Inc. Scream Arena",GC_b,THQ,Radical Entertainment,,3.8,,,0.37m,0.29m,0.07m,,0.01m,9/14/2002,,0.37,,0.37,0.37,
